Bus_Delay,Event_Date,Occurred_On,Informed_On,Reaction_Time,Students_Number,School_Year,School_Level,Delay_Reason,Delay_Result,Boro,Route_Number,Bus_Company,Bus_Number,Bus_Run_Type,OPT_Alerted,Schools_Notified,Parents_Notified
20,2016-08-03,07:45:00,07:46:00,0 days 00:01:00.000000000,3,2,2,4,2,9,2911,44,4607,7,0,1,0
30,2017-01-09,15:57:00,16:01:00,0 days 00:04:00.000000000,0,2,2,3,2,9,3598,44,1596,1,0,0,0
10,2017-04-24,08:00:00,08:06:00,0 days 00:06:00.000000000,0,2,2,4,2,11,3841,44,1201,1,0,1,0
38,2019-01-15,06:15:00,06:16:00,0 days 00:01:00.000000000,0,4,2,4,2,6,2191,27,731,7,0,1,1
38,2019-04-02,13:58:00,13:59:00,0 days 00:01:00.000000000,0,4,2,7,2,4,602,40,850,9,0,1,0
23,2019-01-29,06:25:00,06:28:00,0 days 00:03:00.000000000,0,4,2,6,2,3,4252,44,664,7,0,1,0
75,2019-02-11,06:45:00,07:14:00,0 days 00:29:00.000000000,0,4,2,7,2,9,3368,33,3172,7,0,0,0
23,2018-02-14,06:44:00,06:44:00,0 days 00:00:00.000000000,0,3,2,4,2,6,1860,27,341,7,0,1,1
25,2017-01-03,06:30:00,06:31:00,0 days 00:01:00.000000000,0,2,2,4,2,6,1810,29,777,7,0,1,1
0,2017-12-18,14:45:00,14:49:00,0 days 00:04:00.000000000,0,3,2,10,1,3,4655,30,3861,9,0,1,1
25,2016-03-03,07:38:00,07:41:00,0 days 00:03:00.000000000,1,1,2,4,2,11,1597,47,1917,7,1,1,1
30,2016-12-19,07:44:00,07:45:00,0 days 00:01:00.000000000,0,2,2,4,2,9,3215,33,1734,7,0,1,1
53,2018-10-18,14:00:00,15:06:00,0 days 01:06:00.000000000,0,4,2,6,2,9,1438,33,2898,7,0,1,1
38,2018-03-28,07:27:00,07:28:00,0 days 00:01:00.000000000,0,3,2,4,2,6,2160,27,572,7,0,1,1
25,2015-09-18,07:48:00,07:49:00,0 days 00:01:00.000000000,5,1,1,4,2,3,69,19,2264,4,0,1,1
20,2016-03-14,07:46:00,07:48:00,0 days 00:02:00.000000000,2,1,2,4,2,12,4069,35,3967,7,0,0,0
30,2017-01-10,06:11:00,06:12:00,0 days 00:01:00.000000000,0,2,2,4,2,3,1545,47,1854,7,1,1,1
0,2018-10-02,05:43:00,05:56:00,0 days 00:13:00.000000000,0,4,2,6,1,9,3341,22,201,7,0,0,1
7,2017-10-17,06:57:00,06:58:00,0 days 00:01:00.000000000,4,3,1,4,2,3,2531,15,1747,4,0,1,1
0,2015-10-29,06:57:00,07:00:00,0 days 00:03:00.000000000,0,1,2,10,1,3,4773,30,3093,7,0,1,1
75,2017-11-08,11:30:00,11:48:00,0 days 00:18:00.000000000,30,3,2,1,2,6,1685,11,190,8,0,1,1
20,2016-02-24,08:00:00,08:25:00,0 days 00:25:00.000000000,3,1,2,7,2,6,2015,22,826,7,0,1,1
53,2019-01-02,07:41:00,07:43:00,0 days 00:02:00.000000000,0,4,2,7,2,7,2626,40,3710,7,1,1,1
38,2018-01-16,07:52:00,07:53:00,0 days 00:01:00.000000000,0,3,2,4,2,6,2200,27,584,7,0,1,1
38,2017-11-09,06:21:00,06:43:00,0 days 00:22:00.000000000,0,3,2,6,2,6,1811,51,1893,1,0,1,1
38,2019-03-27,13:34:00,13:37:00,0 days 00:03:00.000000000,0,4,2,4,2,6,2042,27,689,9,0,1,1
20,2015-12-03,06:26:00,06:26:00,0 days 00:00:00.000000000,3,1,2,4,2,6,1835,27,694,7,0,1,1
23,2018-02-14,07:28:00,07:34:00,0 days 00:06:00.000000000,11,3,1,4,2,3,2671,15,423,4,0,1,1
10,2015-11-25,07:54:00,07:55:00,0 days 00:01:00.000000000,3,1,2,4,2,4,1326,9,1111,7,0,1,1
15,2016-02-23,14:40:00,14:53:00,0 days 00:13:00.000000000,0,1,2,4,2,4,1165,11,1231,3,0,0,1
25,2017-01-04,06:36:00,06:38:00,0 days 00:02:00.000000000,0,2,2,4,2,4,531,40,4395,7,0,1,1
38,2018-01-09,07:26:00,07:31:00,0 days 00:05:00.000000000,2,3,1,4,2,3,20,19,3990,4,0,0,0
23,2018-11-27,08:14:00,08:15:00,0 days 00:01:00.000000000,6,4,1,4,2,3,57,19,3982,4,0,0,0
23,2017-11-10,08:14:00,08:15:00,0 days 00:01:00.000000000,3,3,2,4,2,6,2122,47,1861,7,1,1,1
0,2015-10-20,07:23:00,08:26:00,0 days 01:03:00.000000000,0,1,2,4,2,9,1496,47,2662,7,1,1,1
15,2016-12-06,07:40:00,07:49:00,0 days 00:09:00.000000000,5,2,2,4,2,3,4858,22,1988,7,0,1,1
20,2017-06-06,06:42:00,06:44:00,0 days 00:02:00.000000000,3,2,2,4,2,4,1347,9,1135,7,1,1,1
0,2015-09-10,07:25:00,07:30:00,0 days 00:05:00.000000000,0,1,2,3,1,7,2592,31,3887,7,0,1,1
7,2018-09-18,07:50:00,07:51:00,0 days 00:01:00.000000000,4,4,2,4,2,3,4960,19,4149,7,0,1,1
27,2017-05-31,14:22:00,14:45:00,0 days 00:23:00.000000000,3,2,1,7,2,9,4004,4,288,4,1,1,1
38,2018-10-12,07:03:00,07:04:00,0 days 00:01:00.000000000,0,4,2,4,2,6,2397,27,615,7,0,1,1
23,2019-01-18,06:25:00,07:12:00,0 days 00:47:00.000000000,0,4,2,9,2,9,3162,46,418,1,0,0,0
30,2017-03-07,07:12:00,07:15:00,0 days 00:03:00.000000000,0,2,2,4,2,9,3143,34,434,1,0,1,0
38,2018-09-06,08:07:00,08:07:00,0 days 00:00:00.000000000,0,4,2,4,2,11,3699,44,4010,7,0,1,0
7,2018-12-10,07:41:00,07:42:00,0 days 00:01:00.000000000,15,4,2,7,2,3,4585,55,1724,7,1,1,1
45,2016-11-30,06:44:00,06:46:00,0 days 00:02:00.000000000,1,2,2,4,2,4,432,40,4397,7,0,1,1
23,2019-02-04,08:04:00,08:05:00,0 days 00:01:00.000000000,8,4,1,4,2,3,57,19,3992,4,0,1,1
30,2017-07-24,06:39:00,06:39:00,0 days 00:00:00.000000000,0,3,2,4,2,6,2144,45,613,7,0,1,1
38,2018-10-01,06:45:00,06:48:00,0 days 00:03:00.000000000,0,4,2,7,2,9,3560,17,1052,1,0,1,1
23,2018-09-27,08:10:00,08:12:00,0 days 00:02:00.000000000,5,4,2,4,2,6,2182,12,2684,7,0,1,1
30,2016-02-01,08:38:00,08:38:00,0 days 00:00:00.000000000,1,1,2,4,2,9,3682,48,3429,7,0,0,0
20,2016-05-31,06:20:00,06:23:00,0 days 00:03:00.000000000,0,1,2,4,2,6,5155,15,4212,7,1,1,1
0,2018-12-12,09:41:00,09:42:00,0 days 00:01:00.000000000,0,4,2,6,1,9,3634,22,514,7,0,1,1
23,2017-11-08,06:39:00,06:40:00,0 days 00:01:00.000000000,0,3,2,4,2,9,2940,26,2438,7,0,0,1
38,2018-05-25,16:38:00,16:38:00,0 days 00:00:00.000000000,0,3,2,5,2,4,515,40,2017,9,0,1,0
23,2018-05-04,14:06:00,14:08:00,0 days 00:02:00.000000000,0,3,2,10,2,3,4281,55,1693,9,1,1,1
45,2016-10-14,14:03:00,14:55:00,0 days 00:52:00.000000000,6,2,1,1,2,4,109,36,458,4,1,1,1
0,2016-05-27,14:57:00,15:01:00,0 days 00:04:00.000000000,5,1,2,6,1,4,994,47,2549,9,1,1,1
38,2019-01-07,07:52:00,07:52:00,0 days 00:00:00.000000000,13,4,2,4,2,4,975,47,2808,7,1,1,1
15,2016-06-10,07:46:00,07:48:00,0 days 00:02:00.000000000,3,1,2,4,2,9,3526,18,835,7,1,1,1
38,2018-02-26,08:30:00,08:39:00,0 days 00:09:00.000000000,0,3,2,4,2,1,2897,31,2975,7,0,1,0
0,2017-12-01,14:25:00,14:39:00,0 days 00:14:00.000000000,0,3,2,10,1,3,4715,29,2520,9,0,0,1
23,2018-09-21,07:00:00,07:02:00,0 days 00:02:00.000000000,2,4,2,4,2,3,4592,44,320,7,0,0,0
30,2016-12-15,06:50:00,06:54:00,0 days 00:04:00.000000000,0,2,2,4,2,4,828,40,4464,7,0,1,1
23,2018-10-29,07:35:00,07:39:00,0 days 00:04:00.000000000,12,4,2,8,2,4,888,12,2184,7,0,1,1
38,2019-03-05,02:13:00,14:15:00,0 days 12:02:00.000000000,0,4,2,6,2,6,2418,51,1481,3,0,1,0
0,2016-01-05,06:30:00,17:13:00,0 days 10:43:00.000000000,0,1,2,6,1,9,3310,20,1501,1,0,1,0
23,2018-12-18,07:30:00,07:32:00,0 days 00:02:00.000000000,0,4,1,4,2,3,20,19,3970,4,0,1,1
0,2018-04-20,06:40:00,07:05:00,0 days 00:25:00.000000000,0,3,2,7,1,4,864,57,1,7,0,1,0
15,2015-12-23,07:07:00,07:13:00,0 days 00:06:00.000000000,6,1,2,9,2,4,413,40,4394,7,0,1,1
23,2018-12-18,07:40:00,07:47:00,0 days 00:07:00.000000000,11,4,2,4,2,6,2110,45,2380,7,0,1,1
23,2018-03-14,14:00:00,14:18:00,0 days 00:18:00.000000000,0,3,2,4,2,4,1512,33,919,9,0,1,1
0,2016-05-10,15:17:00,15:19:00,0 days 00:02:00.000000000,5,1,2,10,1,9,3337,28,3714,9,0,1,1
0,2017-07-13,06:52:00,06:55:00,0 days 00:03:00.000000000,1,3,2,7,1,3,4215,55,3569,7,1,1,1
45,2016-04-07,07:17:00,07:20:00,0 days 00:03:00.000000000,2,1,2,7,2,4,1350,21,3437,7,0,1,1
30,2017-01-30,07:16:00,07:18:00,0 days 00:02:00.000000000,0,2,2,4,2,11,3760,44,3553,1,0,1,0
23,2019-03-27,07:45:00,07:49:00,0 days 00:04:00.000000000,8,4,1,4,2,3,20,1,2262,4,1,1,1
38,2018-12-18,06:33:00,06:34:00,0 days 00:01:00.000000000,0,4,2,4,2,6,2430,27,727,7,0,1,1
40,2017-03-15,08:31:00,08:33:00,0 days 00:02:00.000000000,1,2,2,4,2,8,344,53,4348,7,1,1,1
20,2016-06-10,06:45:00,06:53:00,0 days 00:08:00.000000000,0,1,2,7,2,9,3288,44,1599,1,0,1,0
38,2018-09-27,08:05:00,08:07:00,0 days 00:02:00.000000000,12,4,1,4,2,3,129,19,2262,4,0,1,1
20,2017-06-12,08:13:00,08:15:00,0 days 00:02:00.000000000,3,2,2,4,2,6,2272,27,3463,7,0,1,1
38,2018-09-14,07:07:00,07:08:00,0 days 00:01:00.000000000,0,4,2,4,2,6,2149,27,599,7,0,1,1
38,2018-04-27,06:40:00,08:32:00,0 days 01:52:00.000000000,0,3,2,7,2,4,510,40,1852,7,0,0,0
38,2018-10-26,13:32:00,13:33:00,0 days 00:01:00.000000000,0,4,2,4,2,6,2512,27,713,9,0,1,1
30,2016-05-13,06:39:00,06:42:00,0 days 00:03:00.000000000,0,1,1,4,2,3,57,19,541,4,1,1,1
7,2018-10-17,07:50:00,07:52:00,0 days 00:02:00.000000000,6,4,2,7,2,3,4185,11,219,7,0,1,1
0,2016-02-05,08:00:00,08:03:00,0 days 00:03:00.000000000,0,1,2,4,2,1,1427,47,2490,7,1,1,1
0,2018-01-26,05:45:00,06:26:00,0 days 00:41:00.000000000,0,3,2,10,1,4,566,31,2265,1,0,0,0
38,2018-10-15,07:03:00,07:03:00,0 days 00:00:00.000000000,0,4,2,4,2,6,2399,27,605,7,0,1,1
23,2018-05-22,07:23:00,07:24:00,0 days 00:01:00.000000000,4,3,2,4,2,12,4172,35,815,7,0,1,0
15,2017-03-29,07:48:00,07:51:00,0 days 00:03:00.000000000,5,2,2,4,2,3,4425,44,3541,1,0,1,0
25,2016-02-25,06:35:00,06:36:00,0 days 00:01:00.000000000,0,1,2,4,2,3,4678,30,2815,7,0,1,1
25,2017-01-13,14:22:00,14:30:00,0 days 00:08:00.000000000,0,2,2,4,2,4,789,40,2567,9,0,1,1
38,2018-01-09,06:26:00,06:27:00,0 days 00:01:00.000000000,0,3,2,4,2,6,2282,27,773,7,0,1,1
40,2017-02-13,06:41:00,06:42:00,0 days 00:01:00.000000000,0,2,2,4,2,9,3488,30,3249,7,0,1,1
23,2019-02-14,07:30:00,07:39:00,0 days 00:09:00.000000000,8,4,2,4,2,4,512,7,3526,1,0,1,1
23,2017-12-19,14:06:00,14:07:00,0 days 00:01:00.000000000,0,3,2,4,2,6,2265,27,618,9,0,1,1
45,2016-10-21,06:00:00,06:42:00,0 days 00:42:00.000000000,0,2,2,3,2,6,2063,45,1217,7,1,1,1
23,2018-10-25,06:30:00,07:19:00,0 days 00:49:00.000000000,0,4,2,4,2,9,3237,46,423,1,0,0,0
53,2017-12-06,06:40:00,06:59:00,0 days 00:19:00.000000000,0,3,2,7,2,4,478,40,1362,7,0,1,0
38,2018-05-17,07:30:00,07:31:00,0 days 00:01:00.000000000,0,3,2,4,2,4,788,17,3389,7,0,1,1
7,2017-09-26,07:59:00,08:02:00,0 days 00:03:00.000000000,0,3,2,7,2,4,911,11,2351,7,0,1,1
30,2017-05-18,14:28:00,14:31:00,0 days 00:03:00.000000000,0,2,2,4,2,4,968,47,2673,9,1,1,1
53,2018-05-23,06:39:00,06:40:00,0 days 00:01:00.000000000,0,3,2,4,2,9,2964,47,3111,7,1,1,0
20,2016-06-06,07:35:00,07:39:00,0 days 00:04:00.000000000,12,1,1,4,2,3,20,19,3979,4,0,1,1
30,2017-03-28,07:25:00,07:27:00,0 days 00:02:00.000000000,5,2,1,4,2,3,129,19,3991,4,0,1,1
25,2016-04-11,07:25:00,07:37:00,0 days 00:12:00.000000000,0,1,2,4,2,9,3244,46,3552,1,0,1,0
38,2018-04-13,14:23:00,14:29:00,0 days 00:06:00.000000000,0,3,2,4,2,9,3585,47,2831,9,1,1,1
0,2018-12-05,14:20:00,14:51:00,0 days 00:31:00.000000000,0,4,2,6,1,9,3459,30,264,9,0,0,1
53,2018-09-12,06:30:00,06:44:00,0 days 00:14:00.000000000,0,4,1,7,2,9,2666,4,27,4,0,0,1
23,2018-12-03,07:43:00,07:44:00,0 days 00:01:00.000000000,10,4,2,4,2,3,4507,55,3584,7,1,1,1
23,2017-11-20,13:51:00,13:53:00,0 days 00:02:00.000000000,0,3,2,5,2,9,3631,10,1801,3,0,0,0
20,2016-09-13,14:08:00,14:09:00,0 days 00:01:00.000000000,0,2,2,4,2,4,1061,47,2694,9,1,1,1
38,2018-09-21,06:17:00,06:19:00,0 days 00:02:00.000000000,0,4,2,4,2,4,1059,47,2615,7,1,1,1
7,2017-12-05,07:43:00,07:46:00,0 days 00:03:00.000000000,10,3,1,4,2,3,2684,15,1448,4,0,1,1
0,2018-10-31,06:28:00,06:30:00,0 days 00:02:00.000000000,0,4,2,7,1,3,5061,30,3850,7,0,1,1
38,2017-10-27,07:10:00,07:24:00,0 days 00:14:00.000000000,0,3,2,4,2,3,4967,19,4185,7,1,1,0
15,2016-03-29,07:20:00,07:33:00,0 days 00:13:00.000000000,6,1,2,7,2,3,5163,15,4254,7,1,1,1
15,2015-11-24,06:20:00,06:21:00,0 days 00:01:00.000000000,0,1,2,4,2,3,4230,44,134,7,0,1,0
15,2016-09-20,06:41:00,06:43:00,0 days 00:02:00.000000000,0,2,2,4,2,6,2197,47,1740,7,1,1,1
60,2016-05-23,06:45:00,07:00:00,0 days 00:15:00.000000000,0,1,2,4,2,9,3108,10,1771,1,0,1,0
0,2019-02-27,07:06:00,07:09:00,0 days 00:03:00.000000000,0,4,2,6,1,6,2044,42,1041,7,0,1,0
23,2018-09-14,08:10:00,08:12:00,0 days 00:02:00.000000000,8,4,1,4,2,3,317,15,1449,4,0,1,1
10,2015-11-12,06:45:00,06:50:00,0 days 00:05:00.000000000,6,1,2,7,2,4,448,40,4477,7,0,1,1
45,2016-04-04,07:20:00,07:30:00,0 days 00:10:00.000000000,8,1,2,7,2,4,417,40,4402,7,0,1,1
20,2016-08-09,06:45:00,06:49:00,0 days 00:04:00.000000000,0,2,2,7,2,9,2940,14,229,7,0,1,0
25,2015-10-01,14:01:00,14:13:00,0 days 00:12:00.000000000,0,1,2,4,2,11,3713,44,315,9,0,1,0
0,2018-12-11,06:58:00,07:09:00,0 days 00:11:00.000000000,0,4,2,10,1,3,4746,19,4157,7,0,1,1
30,2016-06-01,07:30:00,07:59:00,0 days 00:29:00.000000000,8,1,2,7,2,4,476,40,4466,7,0,1,1
0,2018-11-01,08:30:00,08:45:00,0 days 00:15:00.000000000,0,4,2,7,1,4,743,11,1898,1,0,1,0
25,2016-04-11,13:50:00,14:06:00,0 days 00:16:00.000000000,0,1,2,5,2,4,382,40,4419,9,0,1,1
23,2019-03-26,08:30:00,08:36:00,0 days 00:06:00.000000000,4,4,2,4,2,9,2863,45,2278,7,0,1,1
38,2019-01-14,13:11:00,13:13:00,0 days 00:02:00.000000000,1,4,2,4,2,6,2512,27,713,9,0,1,1
30,2016-12-06,06:39:00,06:43:00,0 days 00:04:00.000000000,0,2,2,4,2,7,2637,40,2233,7,0,1,1
0,2016-01-20,07:34:00,07:42:00,0 days 00:08:00.000000000,4,1,2,4,2,6,1853,47,2648,7,1,1,1
20,2015-11-23,07:06:00,07:08:00,0 days 00:02:00.000000000,2,1,2,4,2,3,4191,55,4673,7,1,1,1
23,2018-12-21,07:00:00,07:01:00,0 days 00:01:00.000000000,5,4,2,4,2,4,813,16,2477,7,0,1,1
38,2018-05-24,07:30:00,07:51:00,0 days 00:21:00.000000000,0,3,2,6,2,6,2165,14,2309,7,0,1,1
30,2016-05-03,06:15:00,06:18:00,0 days 00:03:00.000000000,0,1,2,7,2,6,1741,51,353,1,0,1,0
7,2017-10-06,07:58:00,07:59:00,0 days 00:01:00.000000000,10,3,1,4,2,3,2527,15,1758,4,0,1,1
38,2018-09-06,07:28:00,07:39:00,0 days 00:11:00.000000000,0,4,2,4,2,9,1486,47,3614,7,1,1,1
7,2018-05-07,08:15:00,08:23:00,0 days 00:08:00.000000000,3,3,1,4,2,3,2683,15,1868,4,0,1,1
20,2017-01-12,08:35:00,08:23:00,-1 days +23:48:00.000000000,3,2,2,7,2,7,2623,53,818,7,0,0,0
30,2016-12-01,07:25:00,07:26:00,0 days 00:01:00.000000000,0,2,2,4,2,9,3317,34,530,1,0,1,0
0,2016-07-08,07:25:00,07:32:00,0 days 00:07:00.000000000,0,2,2,6,1,4,2914,5,3726,7,0,1,1
20,2016-05-24,08:29:00,08:31:00,0 days 00:02:00.000000000,10,1,1,4,2,3,123,19,2316,4,0,1,1
0,2016-10-24,07:50:00,07:54:00,0 days 00:04:00.000000000,2,2,2,7,1,9,3446,30,1153,7,0,1,0
23,2017-12-22,07:43:00,07:53:00,0 days 00:10:00.000000000,6,3,2,4,2,6,1829,47,1061,7,1,1,1
23,2018-11-29,17:28:00,17:30:00,0 days 00:02:00.000000000,0,4,2,4,2,4,938,47,3611,6,1,1,0
38,2018-05-10,07:19:00,07:20:00,0 days 00:01:00.000000000,0,3,2,10,2,4,681,11,2043,1,0,1,0
17,2017-05-19,14:18:00,14:19:00,0 days 00:01:00.000000000,0,2,2,4,2,6,1626,27,516,9,0,1,0
38,2018-10-15,07:35:00,07:37:00,0 days 00:02:00.000000000,1,4,2,4,2,6,2028,18,412,7,1,1,1
15,2016-12-01,07:39:00,07:40:00,0 days 00:01:00.000000000,0,2,2,4,2,4,497,26,2424,7,0,0,1
15,2016-01-04,07:16:00,07:16:00,0 days 00:00:00.000000000,8,1,2,7,2,3,4425,44,3782,1,0,1,0
27,2016-01-28,06:50:00,07:03:00,0 days 00:13:00.000000000,0,1,2,4,2,3,4358,14,976,7,1,1,1
53,2018-01-05,05:54:00,05:55:00,0 days 00:01:00.000000000,0,3,2,9,2,4,812,40,2015,7,0,0,0
23,2018-09-05,07:40:00,07:44:00,0 days 00:04:00.000000000,0,4,2,10,2,1,1607,11,3809,7,0,1,1
7,2018-10-03,06:55:00,06:56:00,0 days 00:01:00.000000000,1,4,2,4,2,3,4904,19,4104,7,0,1,0
7,2019-01-24,07:04:00,07:08:00,0 days 00:04:00.000000000,0,4,2,6,2,3,4434,44,3325,1,0,0,0
23,2017-10-13,08:18:00,08:19:00,0 days 00:01:00.000000000,8,3,1,4,2,3,20,19,2166,4,0,0,0
15,2015-09-17,14:40:00,14:41:00,0 days 00:01:00.000000000,0,1,2,2,2,6,1678,27,763,9,0,1,1
23,2019-02-07,14:44:00,14:45:00,0 days 00:01:00.000000000,0,4,2,4,2,6,1814,27,770,9,0,1,1
53,2019-01-29,06:11:00,06:11:00,0 days 00:00:00.000000000,0,4,2,4,2,6,1938,27,436,7,0,1,1
23,2018-10-11,07:05:00,07:23:00,0 days 00:18:00.000000000,0,4,2,8,2,4,906,11,2306,7,0,1,1
25,2016-10-27,06:20:00,06:27:00,0 days 00:07:00.000000000,0,2,2,4,2,9,3220,7,1326,1,0,1,1
40,2016-01-22,07:20:00,07:32:00,0 days 00:12:00.000000000,0,1,2,7,2,1,1596,11,2352,7,0,1,1
23,2018-02-27,06:47:00,06:49:00,0 days 00:02:00.000000000,4,3,2,4,2,4,888,12,2166,7,0,1,1
0,2017-10-17,15:03:00,15:07:00,0 days 00:04:00.000000000,0,3,2,6,1,3,4741,30,2473,9,0,1,1
53,2018-10-22,13:40:00,13:40:00,0 days 00:00:00.000000000,0,4,2,4,2,6,2188,27,716,9,0,1,1
23,2018-03-20,07:18:00,07:19:00,0 days 00:01:00.000000000,5,3,2,4,2,6,1793,12,2364,7,0,1,1
38,2018-10-19,06:51:00,06:51:00,0 days 00:00:00.000000000,0,4,2,4,2,6,2334,27,655,7,0,1,1
38,2019-01-18,14:06:00,14:07:00,0 days 00:01:00.000000000,0,4,2,4,2,6,2391,27,1092,9,0,1,1
75,2018-12-10,07:29:00,07:30:00,0 days 00:01:00.000000000,2,4,1,4,2,3,303,49,534,4,0,1,1
23,2018-03-14,07:15:00,07:22:00,0 days 00:07:00.000000000,2,3,2,4,2,3,4497,20,1538,1,0,1,1
23,2017-10-02,06:30:00,06:43:00,0 days 00:13:00.000000000,0,3,2,6,2,4,709,51,1940,1,0,1,0
38,2017-12-08,06:35:00,06:36:00,0 days 00:01:00.000000000,0,3,2,10,2,4,682,26,2441,7,0,1,1
20,2015-11-06,06:59:00,06:59:00,0 days 00:00:00.000000000,3,1,2,4,2,6,2510,27,738,7,0,1,1
15,2017-05-15,13:55:00,13:57:00,0 days 00:02:00.000000000,0,2,2,4,2,1,5190,15,4257,7,1,1,1
60,2017-05-31,13:30:00,13:32:00,0 days 00:02:00.000000000,0,2,2,6,2,9,3579,18,568,9,1,1,1
23,2018-01-26,06:22:00,06:23:00,0 days 00:01:00.000000000,0,3,2,7,2,6,2359,40,821,7,0,1,1
23,2018-09-18,13:57:00,13:58:00,0 days 00:01:00.000000000,0,4,2,7,2,9,2853,31,3774,9,0,1,1
23,2019-01-29,07:15:00,07:25:00,0 days 00:10:00.000000000,7,4,1,4,2,3,327,8,1761,4,0,1,1
38,2017-11-15,06:39:00,06:49:00,0 days 00:10:00.000000000,0,3,2,7,2,4,750,11,2143,1,0,1,1
53,2018-05-11,06:20:00,06:30:00,0 days 00:10:00.000000000,0,3,2,10,2,4,1144,11,2697,7,0,1,1
0,2015-10-28,14:35:00,14:42:00,0 days 00:07:00.000000000,0,1,2,3,1,3,4772,30,3035,7,0,1,1
30,2015-12-22,14:19:00,14:20:00,0 days 00:01:00.000000000,1,1,2,4,2,1,1593,47,2679,9,1,1,1
45,2017-04-25,06:36:00,06:39:00,0 days 00:03:00.000000000,0,2,2,4,2,9,3088,10,1932,1,0,1,0
7,2018-09-18,08:15:00,08:19:00,0 days 00:04:00.000000000,2,4,2,4,2,3,4850,22,64,7,0,1,1
53,2018-12-11,13:56:00,13:57:00,0 days 00:01:00.000000000,0,4,2,4,2,6,2137,27,613,9,0,1,1
45,2017-04-21,07:49:00,07:50:00,0 days 00:01:00.000000000,0,2,2,4,2,9,2888,31,3793,7,0,1,1
45,2016-10-24,14:20:00,14:26:00,0 days 00:06:00.000000000,0,2,2,7,2,3,4251,11,986,9,1,1,1
38,2019-03-12,14:09:00,14:10:00,0 days 00:01:00.000000000,0,4,2,4,2,4,683,40,2612,9,0,1,0
30,2016-05-13,14:05:00,14:31:00,0 days 00:26:00.000000000,0,1,2,4,2,3,4261,55,4651,9,1,0,0
30,2017-04-25,06:44:00,06:46:00,0 days 00:02:00.000000000,0,2,2,4,2,3,4883,19,4101,1,1,1,1
0,2018-11-13,05:34:00,05:38:00,0 days 00:04:00.000000000,0,4,2,10,1,4,1431,47,1824,7,0,1,1
15,2017-01-18,07:46:00,07:55:00,0 days 00:09:00.000000000,0,2,2,7,2,9,3252,44,1586,1,0,0,0
23,2018-02-14,06:10:00,06:11:00,0 days 00:01:00.000000000,0,3,2,4,2,11,3814,44,36,1,0,1,0
23,2018-12-21,13:55:00,13:59:00,0 days 00:04:00.000000000,0,4,2,4,2,4,1299,11,4,3,0,1,0
30,2016-09-27,06:55:00,06:56:00,0 days 00:01:00.000000000,0,2,1,4,2,3,133,19,3997,4,0,1,1
60,2016-01-19,07:36:00,07:36:00,0 days 00:00:00.000000000,0,1,2,6,2,9,3308,33,3247,7,0,1,1
7,2018-02-14,14:37:00,14:38:00,0 days 00:01:00.000000000,0,3,2,2,2,3,4176,44,1313,9,0,1,0
53,2018-11-26,06:01:00,06:03:00,0 days 00:02:00.000000000,0,4,2,3,2,1,5154,15,4280,7,1,1,1
0,2017-11-10,06:29:00,06:34:00,0 days 00:05:00.000000000,0,3,2,6,1,4,877,57,3641,7,0,0,1
23,2017-11-22,08:01:00,08:03:00,0 days 00:02:00.000000000,1,3,2,4,2,3,4890,44,3399,1,0,1,0
30,2016-10-06,07:55:00,07:56:00,0 days 00:01:00.000000000,6,2,2,4,2,6,2421,47,385,7,1,1,1
7,2017-12-21,06:28:00,07:06:00,0 days 00:38:00.000000000,0,3,2,4,2,3,4242,55,4675,7,1,1,1
7,2018-01-03,14:01:00,14:05:00,0 days 00:04:00.000000000,0,3,2,4,2,3,4955,19,4137,9,1,1,1
0,2017-10-18,12:15:00,12:48:00,0 days 00:33:00.000000000,0,3,2,6,1,3,5001,10,1541,3,0,1,0
23,2019-01-03,06:45:00,06:46:00,0 days 00:01:00.000000000,0,4,2,4,2,6,2545,27,640,7,0,1,1
23,2017-12-01,14:45:00,14:49:00,0 days 00:04:00.000000000,0,3,2,10,2,3,4562,55,1727,9,1,1,1
23,2018-03-08,08:03:00,08:06:00,0 days 00:03:00.000000000,13,3,1,9,2,3,20,19,2255,4,0,0,0
20,2015-10-08,07:29:00,07:30:00,0 days 00:01:00.000000000,0,1,2,8,2,4,630,26,3930,7,0,1,1
20,2016-01-26,07:21:00,07:26:00,0 days 00:05:00.000000000,2,1,2,9,2,6,2501,19,4172,7,0,1,0
0,2016-09-21,06:25:00,06:37:00,0 days 00:12:00.000000000,0,2,2,4,1,4,660,25,1586,1,0,0,0
30,2016-12-07,07:18:00,07:19:00,0 days 00:01:00.000000000,0,2,2,4,2,9,3669,30,1734,7,0,1,1
15,2016-09-28,06:27:00,06:30:00,0 days 00:03:00.000000000,0,2,2,8,2,3,5169,15,4284,7,1,1,1
0,2017-05-01,06:46:00,06:49:00,0 days 00:03:00.000000000,0,2,2,3,1,3,4704,29,3134,7,0,1,1
27,2017-08-01,08:17:00,08:18:00,0 days 00:01:00.000000000,1,3,2,6,2,3,4861,44,4623,7,0,0,0
38,2018-04-10,07:02:00,07:02:00,0 days 00:00:00.000000000,0,3,2,4,2,9,2698,27,634,7,0,1,1
38,2018-11-02,06:15:00,06:16:00,0 days 00:01:00.000000000,0,4,2,4,2,6,2194,27,721,7,0,1,1
0,2018-12-17,14:48:00,14:52:00,0 days 00:04:00.000000000,0,4,2,3,1,3,4815,30,3830,9,0,1,1
