Bus_Delay,Event_Date,Occurred_On,Informed_On,Reaction_Time,Students_Number,School_Year,School_Level,Delay_Reason,Delay_Result,Boro,Route_Number,Bus_Company,Bus_Number,Bus_Run_Type,OPT_Alerted,Schools_Notified,Parents_Notified
38,2018-03-29,06:28:00,06:28:00,0 days 00:00:00.000000000,0,3,2,4,2,5,3617,26,757,8,0,1,1
7,2019-02-08,06:51:00,06:52:00,0 days 00:01:00.000000000,1,4,2,3,2,2,7729,43,5308,1,0,1,0
23,2018-06-12,06:38:00,06:40:00,0 days 00:02:00.000000000,0,3,2,4,2,8,5023,43,6143,1,0,1,0
25,2015-09-09,08:15:00,08:16:00,0 days 00:01:00.000000000,4,1,2,4,2,5,3433,26,1042,8,0,1,1
53,2018-09-12,08:12:00,08:13:00,0 days 00:01:00.000000000,0,4,2,7,2,5,3168,17,995,8,1,1,1
30,2015-10-19,06:33:00,06:35:00,0 days 00:02:00.000000000,0,1,2,10,2,5,2711,50,1687,1,1,0,0
30,2016-09-16,07:00:00,07:15:00,0 days 00:15:00.000000000,0,2,2,4,2,3,1138,39,3329,8,0,1,1
53,2018-10-10,06:34:00,06:34:00,0 days 00:00:00.000000000,0,4,2,4,2,5,3342,26,1036,8,0,1,1
7,2017-10-26,07:49:00,07:52:00,0 days 00:03:00.000000000,3,3,2,4,2,11,8212,14,6611,8,1,1,1
15,2017-02-07,07:27:00,07:32:00,0 days 00:05:00.000000000,15,2,2,4,2,8,5016,43,2375,1,0,1,0
75,2018-04-30,06:34:00,06:39:00,0 days 00:05:00.000000000,1,3,1,4,2,2,564,48,297,4,0,1,0
25,2016-09-20,08:04:00,08:06:00,0 days 00:02:00.000000000,9,2,1,4,2,2,207,18,604,4,0,1,1
20,2016-12-19,14:00:00,14:02:00,0 days 00:02:00.000000000,0,2,1,7,2,2,3853,14,2560,4,0,1,1
53,2019-01-09,06:30:00,06:44:00,0 days 00:14:00.000000000,0,4,1,4,2,3,300,25,5185,4,1,1,1
7,2017-10-03,07:11:00,07:14:00,0 days 00:03:00.000000000,4,3,1,4,2,2,6410,14,2375,4,0,1,1
23,2019-03-12,06:45:00,06:45:00,0 days 00:00:00.000000000,4,4,2,4,2,3,915,16,1941,8,0,1,1
38,2017-12-22,15:04:00,15:05:00,0 days 00:01:00.000000000,0,3,2,4,2,3,2220,8,1603,10,1,1,1
30,2015-09-09,07:20:00,07:23:00,0 days 00:03:00.000000000,2,1,2,7,2,3,942,16,1735,8,0,1,1
20,2016-05-03,06:54:00,06:55:00,0 days 00:01:00.000000000,0,1,2,4,2,3,1876,46,4049,8,1,1,1
17,2017-05-02,12:55:00,12:57:00,0 days 00:02:00.000000000,0,2,2,5,2,2,8036,43,5915,3,0,1,0
20,2016-07-27,07:45:00,07:59:00,0 days 00:14:00.000000000,6,2,2,4,2,5,3511,44,6427,8,1,1,1
23,2017-11-29,07:00:00,07:18:00,0 days 00:18:00.000000000,0,3,2,1,2,2,6818,13,1381,8,1,1,1
40,2017-04-26,07:34:00,07:36:00,0 days 00:02:00.000000000,1,2,2,4,2,12,6668,55,2299,8,1,1,1
38,2018-10-17,07:05:00,07:08:00,0 days 00:03:00.000000000,2,4,2,4,2,11,8228,14,6653,8,1,1,1
30,2015-10-21,07:48:00,07:49:00,0 days 00:01:00.000000000,5,1,2,4,2,5,3432,26,438,8,0,1,1
38,2018-12-06,13:26:00,13:27:00,0 days 00:01:00.000000000,1,4,2,4,2,5,3810,26,670,10,0,1,1
38,2019-01-24,06:12:00,06:12:00,0 days 00:00:00.000000000,0,4,2,4,2,5,3484,26,1564,8,0,1,1
38,2018-03-26,07:37:00,07:39:00,0 days 00:02:00.000000000,4,3,2,7,2,7,614,46,807,8,1,1,1
38,2019-01-17,14:21:00,14:31:00,0 days 00:10:00.000000000,0,4,2,4,2,11,2267,10,355,10,0,1,1
5,2015-09-16,07:44:00,07:50:00,0 days 00:06:00.000000000,7,1,1,7,2,2,35,18,3441,4,0,1,1
7,2019-01-15,06:15:00,06:34:00,0 days 00:19:00.000000000,0,4,2,7,2,3,1532,57,3778,8,0,1,0
25,2016-03-16,14:36:00,14:43:00,0 days 00:07:00.000000000,0,1,2,4,2,8,4653,46,4508,8,1,1,1
60,2017-05-12,06:40:00,06:53:00,0 days 00:13:00.000000000,0,2,2,1,2,5,3098,13,4305,8,1,1,1
38,2018-11-15,14:13:00,14:14:00,0 days 00:01:00.000000000,0,4,2,4,2,5,3796,26,914,10,0,1,1
30,2017-03-09,06:12:00,06:25:00,0 days 00:13:00.000000000,0,2,2,4,2,2,8219,14,6657,8,1,1,1
23,2019-03-21,07:00:00,07:07:00,0 days 00:07:00.000000000,4,4,2,4,2,3,711,6,2729,8,0,1,1
38,2018-11-13,06:36:00,06:38:00,0 days 00:02:00.000000000,2,4,2,4,2,11,8188,14,6636,8,1,1,1
38,2019-01-10,13:51:00,13:52:00,0 days 00:01:00.000000000,0,4,2,4,2,5,3561,26,1630,10,0,1,1
38,2019-01-22,06:57:00,06:59:00,0 days 00:02:00.000000000,3,4,2,4,2,8,4995,45,1507,1,0,0,0
60,2017-03-31,06:51:00,06:53:00,0 days 00:02:00.000000000,0,2,2,3,2,5,3139,17,2375,8,1,1,1
12,2017-02-27,08:01:00,08:01:00,0 days 00:00:00.000000000,8,2,2,4,2,2,7390,18,6397,8,1,1,1
25,2017-04-03,13:44:00,13:45:00,0 days 00:01:00.000000000,0,2,2,4,2,5,3232,26,1036,10,0,1,1
20,2017-04-19,05:51:00,05:52:00,0 days 00:01:00.000000000,0,2,2,4,2,8,4629,46,2581,8,1,1,1
25,2015-10-15,07:32:00,07:37:00,0 days 00:05:00.000000000,11,1,2,4,2,8,5688,21,338,8,0,1,1
25,2016-04-04,13:30:00,13:37:00,0 days 00:07:00.000000000,0,1,2,3,2,5,3104,53,7188,10,0,1,1
15,2016-05-12,08:03:00,08:10:00,0 days 00:07:00.000000000,3,1,2,4,2,2,8182,18,6480,8,1,1,1
15,2016-01-26,07:56:00,07:57:00,0 days 00:01:00.000000000,5,1,2,4,2,11,2319,46,2570,8,1,1,1
38,2017-12-06,06:36:00,06:37:00,0 days 00:01:00.000000000,0,3,2,4,2,5,2648,26,896,8,0,1,1
25,2017-02-03,06:46:00,06:48:00,0 days 00:02:00.000000000,0,2,2,4,2,2,7977,28,5992,8,0,1,1
53,2018-02-12,07:35:00,07:36:00,0 days 00:01:00.000000000,2,3,2,4,2,11,2374,46,2589,8,1,1,1
35,2017-03-08,07:55:00,07:56:00,0 days 00:01:00.000000000,4,2,2,4,2,5,3394,26,908,8,0,1,1
25,2015-09-29,05:53:00,07:17:00,0 days 01:24:00.000000000,1,1,2,4,2,3,1289,46,5828,8,1,1,1
23,2017-12-07,07:45:00,07:48:00,0 days 00:03:00.000000000,8,3,2,4,2,2,7233,55,5524,8,1,1,1
38,2019-01-22,06:15:00,06:27:00,0 days 00:12:00.000000000,0,4,2,4,2,5,3387,26,1079,8,0,1,1
23,2018-05-25,07:48:00,07:51:00,0 days 00:03:00.000000000,2,3,1,4,2,2,91,18,6173,4,0,1,1
53,2018-02-15,05:51:00,05:52:00,0 days 00:01:00.000000000,0,3,2,6,2,5,3278,46,4051,8,1,1,1
23,2018-09-28,15:00:00,15:01:00,0 days 00:01:00.000000000,0,4,1,4,2,2,91,18,787,4,0,0,0
38,2017-10-02,07:27:00,07:28:00,0 days 00:01:00.000000000,0,3,2,4,2,10,6037,43,1762,1,0,1,0
23,2018-02-16,06:30:00,06:41:00,0 days 00:11:00.000000000,0,3,2,6,2,5,2680,50,3158,1,0,1,1
30,2016-01-27,07:30:00,07:44:00,0 days 00:14:00.000000000,0,1,2,4,2,3,897,10,289,8,0,1,1
23,2018-10-30,07:26:00,07:27:00,0 days 00:01:00.000000000,0,4,1,4,2,2,35,18,6161,4,0,1,1
20,2016-04-04,06:56:00,07:13:00,0 days 00:17:00.000000000,0,1,2,10,2,6,3968,10,4712,8,0,1,0
15,2016-11-15,07:50:00,07:52:00,0 days 00:02:00.000000000,5,2,2,4,2,3,1502,46,4211,8,1,1,1
23,2018-04-18,14:42:00,14:44:00,0 days 00:02:00.000000000,0,3,2,7,2,5,2594,20,6276,10,0,1,1
30,2017-05-30,06:04:00,06:05:00,0 days 00:01:00.000000000,0,2,2,4,2,5,3375,26,663,8,0,1,1
23,2018-05-30,06:57:00,06:58:00,0 days 00:01:00.000000000,0,3,2,4,2,5,2949,26,1109,8,0,1,1
23,2017-12-13,07:30:00,07:35:00,0 days 00:05:00.000000000,13,3,2,4,2,3,668,6,2252,8,0,1,1
53,2018-12-11,13:40:00,13:40:00,0 days 00:00:00.000000000,0,4,2,4,2,5,3888,26,5336,10,0,1,1
20,2016-08-10,06:05:00,06:07:00,0 days 00:02:00.000000000,0,2,2,1,2,6,3863,46,4218,8,1,1,1
20,2016-05-26,06:34:00,06:34:00,0 days 00:00:00.000000000,0,1,2,4,2,5,3464,26,983,8,0,1,1
7,2018-02-06,07:06:00,07:07:00,0 days 00:01:00.000000000,0,3,2,4,2,2,6974,43,5829,1,0,1,0
15,2015-10-02,07:40:00,07:47:00,0 days 00:07:00.000000000,3,1,2,4,2,5,2876,26,6083,8,1,1,1
38,2018-03-07,14:30:00,14:31:00,0 days 00:01:00.000000000,0,3,2,4,2,10,6356,43,283,3,0,1,0
38,2019-02-28,13:54:00,13:55:00,0 days 00:01:00.000000000,0,4,2,4,2,5,3393,26,993,10,0,1,1
23,2017-11-09,08:00:00,08:38:00,0 days 00:38:00.000000000,4,3,2,4,2,11,445,55,7404,8,1,1,1
25,2015-11-02,14:37:00,14:41:00,0 days 00:04:00.000000000,1,1,2,2,2,8,4462,37,5284,10,1,0,0
20,2016-08-05,06:10:00,06:14:00,0 days 00:04:00.000000000,0,2,2,10,2,5,3380,21,6563,8,1,1,1
7,2017-10-25,07:10:00,07:14:00,0 days 00:04:00.000000000,0,3,2,4,2,2,7169,45,3555,1,0,1,0
38,2019-03-12,07:42:00,07:44:00,0 days 00:02:00.000000000,7,4,1,4,2,2,35,18,814,4,0,1,1
45,2017-06-21,07:41:00,07:42:00,0 days 00:01:00.000000000,5,2,2,4,2,3,662,39,7083,8,0,1,1
6,2015-10-21,09:25:00,09:28:00,0 days 00:03:00.000000000,0,1,2,4,2,2,6783,43,5090,9,0,1,0
38,2018-11-07,14:00:00,14:01:00,0 days 00:01:00.000000000,0,4,2,4,2,5,3455,26,835,10,0,1,1
25,2017-02-07,07:54:00,07:56:00,0 days 00:02:00.000000000,8,2,2,4,2,2,7848,29,4179,8,0,1,1
23,2018-05-17,07:20:00,07:21:00,0 days 00:01:00.000000000,0,3,2,4,2,10,6134,43,6181,1,0,1,0
38,2018-04-10,06:29:00,06:29:00,0 days 00:00:00.000000000,0,3,2,4,2,5,2989,26,935,8,0,1,1
15,2016-04-12,07:48:00,07:50:00,0 days 00:02:00.000000000,8,1,2,4,2,12,6662,34,3360,8,0,0,0
75,2018-11-26,07:36:00,07:37:00,0 days 00:01:00.000000000,3,4,1,4,2,2,522,48,775,4,0,1,1
15,2015-12-07,07:32:00,07:48:00,0 days 00:16:00.000000000,8,1,1,7,2,3,369,25,4359,4,1,1,1
45,2016-11-03,11:10:00,12:19:00,0 days 01:09:00.000000000,0,2,2,3,2,8,5867,44,472,1,1,1,1
23,2018-04-30,14:03:00,14:05:00,0 days 00:02:00.000000000,0,3,2,5,2,10,6067,43,4108,3,0,1,0
20,2017-05-15,13:48:00,13:49:00,0 days 00:01:00.000000000,0,2,2,4,2,5,3502,26,915,10,0,1,1
30,2017-02-07,07:27:00,07:29:00,0 days 00:02:00.000000000,0,2,2,10,2,8,5168,32,3604,8,0,1,1
60,2016-04-13,14:55:00,15:12:00,0 days 00:17:00.000000000,10,1,2,7,2,3,720,39,5270,10,0,1,1
20,2017-01-12,07:50:00,07:47:00,-1 days +23:57:00.000000000,13,2,1,4,2,2,3853,14,2560,4,0,1,1
23,2017-09-15,06:41:00,06:43:00,0 days 00:02:00.000000000,0,3,2,4,2,10,5916,43,472,8,0,1,0
23,2018-03-23,06:11:00,06:12:00,0 days 00:01:00.000000000,0,3,2,4,2,10,5951,43,159,1,0,1,0
53,2019-02-07,13:38:00,13:38:00,0 days 00:00:00.000000000,0,4,2,4,2,5,3339,26,968,10,0,1,1
30,2015-10-07,06:30:00,07:16:00,0 days 00:46:00.000000000,0,1,2,6,2,8,4889,19,2147,1,0,1,0
38,2017-10-27,08:35:00,08:38:00,0 days 00:03:00.000000000,3,3,2,4,2,5,2652,18,6483,8,1,1,0
15,2016-07-13,07:48:00,07:58:00,0 days 00:10:00.000000000,9,2,2,4,2,3,640,16,2377,8,0,1,1
15,2016-06-07,07:20:00,07:25:00,0 days 00:05:00.000000000,6,1,2,4,2,3,1761,6,232,1,0,1,0
38,2017-11-14,11:00:00,11:42:00,0 days 00:42:00.000000000,0,3,2,7,2,2,7492,44,5196,8,1,1,1
23,2018-01-23,06:10:00,06:11:00,0 days 00:01:00.000000000,0,3,2,4,2,10,6041,43,939,1,0,1,0
25,2016-09-16,06:09:00,06:11:00,0 days 00:02:00.000000000,0,2,2,4,2,11,2507,46,1832,8,1,1,1
7,2019-03-19,08:35:00,08:36:00,0 days 00:01:00.000000000,0,4,2,4,2,2,6952,43,5461,2,0,1,0
38,2018-01-19,13:48:00,13:50:00,0 days 00:02:00.000000000,0,3,2,4,2,5,3090,26,970,8,0,1,1
23,2017-11-03,15:17:00,15:18:00,0 days 00:01:00.000000000,0,3,2,5,2,2,8013,45,644,3,0,0,0
53,2019-03-11,13:11:00,13:12:00,0 days 00:01:00.000000000,0,4,2,4,2,5,3888,26,1225,10,0,1,1
53,2018-01-09,06:40:00,07:03:00,0 days 00:23:00.000000000,0,3,2,4,2,3,1328,57,873,8,0,1,1
38,2019-02-25,07:40:00,07:46:00,0 days 00:06:00.000000000,0,4,2,4,2,11,4361,30,5784,8,0,1,1
15,2016-06-23,14:20:00,14:42:00,0 days 00:22:00.000000000,0,1,2,4,2,8,5219,21,633,10,1,1,1
38,2018-09-12,07:41:00,07:43:00,0 days 00:02:00.000000000,1,4,2,4,2,3,1605,46,818,8,1,1,1
20,2017-01-06,07:19:00,07:50:00,0 days 00:31:00.000000000,0,2,2,4,2,3,983,25,3668,8,0,1,1
53,2018-10-15,15:05:00,15:23:00,0 days 00:18:00.000000000,0,4,2,7,2,2,7123,55,2499,10,0,1,1
30,2017-02-27,06:50:00,07:00:00,0 days 00:10:00.000000000,2,2,2,4,2,2,7248,10,340,8,1,1,1
23,2017-10-23,07:31:00,07:34:00,0 days 00:03:00.000000000,0,3,2,7,2,2,4369,30,5932,8,0,1,1
23,2018-06-01,06:26:00,06:28:00,0 days 00:02:00.000000000,0,3,2,4,2,10,5893,43,518,8,0,1,0
7,2018-10-30,15:36:00,15:39:00,0 days 00:03:00.000000000,0,4,2,4,2,2,7889,43,2342,3,0,0,0
60,2017-01-26,14:57:00,14:58:00,0 days 00:01:00.000000000,0,2,2,4,2,12,6568,34,1923,10,0,1,0
30,2016-05-03,07:20:00,07:34:00,0 days 00:14:00.000000000,7,1,2,7,2,3,1202,39,6972,8,0,1,1
10,2015-10-09,07:44:00,07:51:00,0 days 00:07:00.000000000,8,1,2,4,2,2,7498,18,6403,8,0,1,0
38,2019-03-01,05:41:00,05:42:00,0 days 00:01:00.000000000,0,4,2,6,2,5,3050,46,1028,8,1,1,1
45,2016-10-27,06:44:00,06:46:00,0 days 00:02:00.000000000,0,2,2,4,2,3,1193,39,7049,8,0,1,1
23,2018-04-23,14:23:00,14:25:00,0 days 00:02:00.000000000,0,3,2,5,2,2,7203,55,2491,10,1,1,1
25,2017-02-16,14:04:00,14:17:00,0 days 00:13:00.000000000,0,2,2,4,2,3,1263,39,6939,10,0,1,1
20,2015-11-12,09:15:00,09:35:00,0 days 00:20:00.000000000,1,1,1,4,2,8,310,22,3223,4,1,1,0
20,2017-05-23,06:41:00,06:41:00,0 days 00:00:00.000000000,1,2,2,4,2,5,3216,26,1229,8,0,1,1
38,2019-02-07,13:37:00,13:39:00,0 days 00:02:00.000000000,1,4,2,4,2,5,3463,26,1656,10,0,1,1
23,2018-06-19,06:41:00,06:43:00,0 days 00:02:00.000000000,0,3,2,4,2,5,3771,26,803,8,0,1,1
25,2015-09-21,06:36:00,08:47:00,0 days 02:11:00.000000000,0,1,2,4,2,3,1574,46,2120,8,1,1,1
30,2017-08-02,14:50:00,14:53:00,0 days 00:03:00.000000000,0,3,2,4,2,3,1654,30,4689,10,0,1,1
38,2018-03-07,06:45:00,06:55:00,0 days 00:10:00.000000000,2,3,2,4,2,8,4521,44,5793,8,1,1,1
30,2016-03-24,06:50:00,07:01:00,0 days 00:11:00.000000000,2,1,2,7,2,3,998,39,7113,8,0,1,1
53,2019-01-11,06:15:00,06:23:00,0 days 00:08:00.000000000,0,4,1,7,2,3,167,35,6131,4,1,1,1
23,2019-02-13,14:13:00,14:16:00,0 days 00:03:00.000000000,0,4,2,4,2,2,7439,29,4850,10,0,1,1
23,2018-09-20,14:10:00,14:23:00,0 days 00:13:00.000000000,0,4,2,4,2,9,6375,5,245,10,0,1,0
38,2018-05-11,15:03:00,15:56:00,0 days 00:53:00.000000000,2,3,2,7,2,2,8028,19,2102,3,0,1,1
38,2018-09-14,14:07:00,14:07:00,0 days 00:00:00.000000000,0,4,2,4,2,5,3361,26,940,10,0,1,1
35,2017-05-05,01:38:00,13:38:00,0 days 12:00:00.000000000,0,2,2,5,2,8,4641,25,3600,10,0,0,1
75,2019-02-27,14:40:00,14:43:00,0 days 00:03:00.000000000,0,4,2,7,2,6,4007,30,5779,8,0,0,0
38,2017-12-12,13:16:00,13:32:00,0 days 00:16:00.000000000,0,3,2,5,2,5,3690,50,2458,3,0,1,0
38,2018-11-28,08:00:00,08:02:00,0 days 00:02:00.000000000,3,4,2,4,2,8,2384,46,609,8,1,1,1
27,2016-06-08,14:50:00,15:01:00,0 days 00:11:00.000000000,0,1,2,7,2,5,2601,10,4314,10,1,1,1
7,2017-09-15,08:20:00,08:25:00,0 days 00:05:00.000000000,3,3,2,4,2,11,8230,14,6588,8,0,0,1
75,2018-09-27,06:45:00,06:56:00,0 days 00:11:00.000000000,0,4,2,7,2,3,996,39,1181,8,0,0,0
75,2018-03-05,07:44:00,07:47:00,0 days 00:03:00.000000000,0,3,1,6,2,2,213,18,3370,4,0,1,1
45,2016-09-30,07:29:00,07:31:00,0 days 00:02:00.000000000,1,2,2,4,2,5,3107,39,6893,8,0,1,1
5,2015-10-26,07:45:00,07:50:00,0 days 00:05:00.000000000,12,1,1,7,2,2,111,18,3441,4,0,1,1
45,2016-01-25,08:00:00,08:11:00,0 days 00:11:00.000000000,7,1,2,9,2,2,7837,18,6403,8,0,1,0
23,2017-12-15,07:10:00,07:17:00,0 days 00:07:00.000000000,0,3,2,4,2,5,2794,50,3093,1,0,1,0
23,2018-09-28,06:45:00,06:49:00,0 days 00:04:00.000000000,0,4,2,4,2,6,3995,10,4446,8,0,1,1
15,2017-03-22,06:56:00,06:57:00,0 days 00:01:00.000000000,3,2,2,4,2,2,6762,55,2490,8,1,1,1
38,2018-04-12,07:49:00,07:50:00,0 days 00:01:00.000000000,0,3,2,4,2,5,3398,26,877,8,0,1,1
45,2017-03-20,08:08:00,08:14:00,0 days 00:06:00.000000000,10,2,1,4,2,2,207,18,6187,4,0,1,1
38,2018-12-19,07:44:00,07:45:00,0 days 00:01:00.000000000,5,4,2,7,2,3,736,39,3926,8,1,1,1
23,2018-11-27,07:05:00,07:06:00,0 days 00:01:00.000000000,0,4,2,4,2,8,4543,46,4670,8,0,1,1
10,2016-03-24,07:49:00,07:52:00,0 days 00:03:00.000000000,0,1,2,7,2,2,6871,43,5130,8,0,1,0
15,2016-11-23,06:40:00,06:44:00,0 days 00:04:00.000000000,0,2,1,7,2,3,306,25,4374,4,1,1,1
23,2018-09-07,07:04:00,07:08:00,0 days 00:04:00.000000000,0,4,2,3,2,8,5364,29,1548,8,0,1,1
20,2016-10-14,06:10:00,06:18:00,0 days 00:08:00.000000000,0,2,2,7,2,3,1661,10,4128,8,0,1,0
17,2017-04-21,13:50:00,14:02:00,0 days 00:12:00.000000000,0,2,2,2,2,3,2134,10,1905,1,0,0,0
23,2019-02-15,14:40:00,14:55:00,0 days 00:15:00.000000000,0,4,2,5,2,3,2134,10,2082,3,0,1,0
15,2016-02-12,06:40:00,06:47:00,0 days 00:07:00.000000000,2,1,2,7,2,3,1263,39,7015,8,0,1,1
60,2016-06-10,07:20:00,07:22:00,0 days 00:02:00.000000000,0,1,2,7,2,3,2519,20,6720,8,0,1,1
30,2015-11-30,08:11:00,08:13:00,0 days 00:02:00.000000000,6,1,2,4,2,2,7399,46,3336,8,1,1,1
35,2017-03-28,12:36:00,12:37:00,0 days 00:01:00.000000000,0,2,2,5,2,3,2025,38,2911,3,1,1,1
15,2015-09-17,07:04:00,07:13:00,0 days 00:09:00.000000000,0,1,2,4,2,10,6033,43,592,1,0,1,0
38,2019-02-25,13:44:00,13:46:00,0 days 00:02:00.000000000,0,4,1,6,2,2,111,18,3446,4,0,1,1
40,2017-03-17,13:59:00,14:03:00,0 days 00:04:00.000000000,0,2,2,5,2,3,692,39,1129,10,0,1,1
17,2017-01-23,06:58:00,07:01:00,0 days 00:03:00.000000000,2,2,2,8,2,2,6878,43,494,8,0,1,0
5,2015-11-05,06:32:00,06:43:00,0 days 00:11:00.000000000,4,1,2,7,2,3,912,39,3926,8,0,1,1
23,2019-03-19,14:56:00,15:00:00,0 days 00:04:00.000000000,3,4,1,4,2,2,211,18,6163,4,0,1,1
15,2017-04-03,07:31:00,07:32:00,0 days 00:01:00.000000000,3,2,2,4,2,3,2558,20,4875,8,0,1,1
25,2017-02-14,07:48:00,07:49:00,0 days 00:01:00.000000000,9,2,2,4,2,5,3409,46,2591,8,1,1,1
23,2018-05-23,06:11:00,06:12:00,0 days 00:01:00.000000000,0,3,2,4,2,10,6075,43,4148,1,0,1,0
23,2018-05-18,15:06:00,15:09:00,0 days 00:03:00.000000000,0,3,1,6,2,2,72,18,4297,4,1,1,1
20,2016-01-13,07:52:00,07:53:00,0 days 00:01:00.000000000,2,1,2,7,2,8,4452,20,5062,8,0,1,1
38,2018-05-02,07:51:00,07:53:00,0 days 00:02:00.000000000,0,3,2,4,2,5,3552,52,924,8,1,1,1
60,2015-10-06,07:03:00,07:04:00,0 days 00:01:00.000000000,2,1,2,7,2,8,4473,20,6725,8,0,1,1
38,2018-12-19,07:16:00,07:21:00,0 days 00:05:00.000000000,0,4,2,7,2,3,1212,39,3329,8,1,1,1
75,2018-12-06,07:22:00,07:22:00,0 days 00:00:00.000000000,1,4,1,4,2,2,237,48,413,4,0,1,1
45,2015-10-30,14:15:00,14:32:00,0 days 00:17:00.000000000,0,1,2,4,2,3,677,39,3822,10,0,1,1
30,2017-02-14,07:25:00,07:26:00,0 days 00:01:00.000000000,4,2,1,4,2,2,111,18,3386,4,0,0,1
7,2018-03-27,07:10:00,07:58:00,0 days 00:48:00.000000000,14,3,2,4,2,3,865,4,2367,1,0,1,0
22,2016-06-07,07:46:00,07:49:00,0 days 00:03:00.000000000,5,1,2,7,2,2,6774,10,1327,8,1,1,1
75,2019-02-26,07:35:00,07:36:00,0 days 00:01:00.000000000,2,4,1,4,2,2,567,48,3022,4,0,1,1
38,2019-03-27,07:31:00,07:37:00,0 days 00:06:00.000000000,0,4,2,4,2,2,6941,19,2822,1,0,1,1
38,2019-03-08,06:14:00,06:16:00,0 days 00:02:00.000000000,1,4,2,4,2,11,8201,14,6599,8,1,1,1
75,2018-01-09,07:37:00,07:38:00,0 days 00:01:00.000000000,1,3,2,9,2,5,2593,20,6757,8,0,1,1
10,2017-01-06,07:08:00,07:09:00,0 days 00:01:00.000000000,2,2,2,4,2,5,3700,18,6385,8,1,1,1
7,2017-10-10,15:00:00,15:08:00,0 days 00:08:00.000000000,0,3,2,2,2,5,3706,50,3119,3,0,1,1
20,2015-12-09,14:29:00,14:31:00,0 days 00:02:00.000000000,9,1,1,7,2,2,196,18,3690,4,1,1,1
25,2017-06-09,07:20:00,07:25:00,0 days 00:05:00.000000000,12,2,2,4,2,3,1269,16,2726,8,0,1,1
15,2017-06-19,07:36:00,07:38:00,0 days 00:02:00.000000000,21,2,2,4,2,2,7053,43,5571,1,0,1,0
23,2018-03-23,06:31:00,06:37:00,0 days 00:06:00.000000000,0,3,2,6,2,2,7153,43,1954,1,0,1,0
40,2017-02-13,06:44:00,06:45:00,0 days 00:01:00.000000000,0,2,2,4,2,8,5659,29,426,8,0,1,1
38,2018-04-25,06:45:00,06:46:00,0 days 00:01:00.000000000,0,3,2,4,2,5,3680,26,1567,8,0,1,1
38,2018-05-29,15:29:00,15:30:00,0 days 00:01:00.000000000,0,3,2,4,2,3,2091,24,1307,3,0,1,0
12,2017-02-17,08:12:00,08:16:00,0 days 00:04:00.000000000,14,2,1,4,2,2,527,14,2108,4,0,1,1
30,2017-02-10,08:09:00,08:09:00,0 days 00:00:00.000000000,2,2,1,4,2,2,78,18,3391,4,0,1,1
38,2018-11-13,06:15:00,06:16:00,0 days 00:01:00.000000000,0,4,2,4,2,5,3810,26,670,8,0,1,1
25,2016-10-07,07:42:00,07:44:00,0 days 00:02:00.000000000,0,2,1,4,2,2,228,18,592,4,0,1,1
38,2018-10-31,08:55:00,08:56:00,0 days 00:01:00.000000000,2,4,1,4,2,2,217,18,3378,4,0,0,0
23,2018-01-25,06:46:00,06:49:00,0 days 00:03:00.000000000,0,3,2,4,2,10,6143,43,5404,1,0,1,0
15,2016-09-26,07:45:00,07:53:00,0 days 00:08:00.000000000,8,2,2,4,2,3,718,6,2251,8,0,1,1
15,2015-10-26,07:44:00,07:45:00,0 days 00:01:00.000000000,20,1,2,4,2,2,6946,43,4082,1,0,1,0
45,2016-10-27,14:20:00,14:30:00,0 days 00:10:00.000000000,0,2,2,1,2,2,7505,29,4103,10,0,1,1
53,2019-02-12,14:30:00,14:45:00,0 days 00:15:00.000000000,0,4,2,6,2,3,1325,57,1625,10,0,1,1
30,2016-11-21,06:50:00,06:51:00,0 days 00:01:00.000000000,0,2,2,4,2,8,5487,29,4741,8,0,1,1
53,2018-12-19,14:14:00,14:15:00,0 days 00:01:00.000000000,0,4,2,4,2,5,3336,26,894,10,0,1,1
38,2018-12-03,07:20:00,07:35:00,0 days 00:15:00.000000000,1,4,2,1,2,12,6440,34,6811,8,0,1,1
38,2019-01-14,13:46:00,13:47:00,0 days 00:01:00.000000000,0,4,2,4,2,5,3389,26,1009,10,0,1,1
60,2015-11-04,14:38:00,14:39:00,0 days 00:01:00.000000000,2,1,2,7,2,8,4452,20,5062,10,0,1,1
38,2018-12-19,14:24:00,14:25:00,0 days 00:01:00.000000000,0,4,2,4,2,5,3731,26,672,10,0,1,1
53,2017-09-07,07:18:00,07:20:00,0 days 00:02:00.000000000,0,3,2,4,2,11,2318,46,7169,8,1,1,1
30,2017-01-11,06:25:00,06:56:00,0 days 00:31:00.000000000,0,2,2,4,2,11,4301,1,793,8,1,1,1
23,2018-09-14,07:06:00,07:12:00,0 days 00:06:00.000000000,8,4,2,4,2,3,1403,11,3204,8,0,1,1
38,2019-03-21,07:45:00,08:08:00,0 days 00:23:00.000000000,9,4,1,4,2,2,111,18,3378,4,1,1,1
45,2017-06-13,07:11:00,07:12:00,0 days 00:01:00.000000000,0,2,2,3,2,8,4477,30,4658,8,0,1,1
23,2017-09-28,08:00:00,08:05:00,0 days 00:05:00.000000000,0,3,2,8,2,3,1396,10,3513,8,0,1,1
38,2018-05-15,13:42:00,13:43:00,0 days 00:01:00.000000000,0,3,2,4,2,5,3479,26,758,10,0,1,1
